case,family,background,source_id,direction,model_feasible,assay_mean_feasible,assay_strict_feasible,feasible_states,normalizer,minimum_feasible_base_edits,exact_target_base_edits,factorized_invalid_mass,exact_target_assay_mean,exact_target_assay_strict,local_clause_count,blocking_run_clauses,blocking_run_complete,expected_regions_3_independent_draws,regions_3_exact_blocking_rounds
2ccaa8a258f2a3af,"AHR,REST,SP1",2,seq_181448,-1,False,True,True,,,,,,,,,,,,
2cd863cb51d60a37,"GABPA,HNF4A,PPARA",2,seq_155506,1,False,True,True,,,,,,,,,,,,
2d38a4ee1e6a42b8,"AHR,CTCF,HNF4A",1,seq_200169,-1,True,True,True,6.0,0.13990299459352995,9.0,13.508412840764159,0.1939870514871657,1.0,0.7294697307019165,2.0,2.0,True,1.6775503718185658,2.0
2dae60594325fbb2,"AP1,HNF1A,REST",2,seq_177144,1,True,True,True,6.0,0.23783716375429637,1.0,6.021306341313482,0.10637659786598237,0.9288795380615629,0.689199170425914,2.0,2.0,True,1.3610063659596725,2.0
2db654a64969d8e8,"AHR,SP1,TFAP2C",2,seq_170010,-1,False,True,True,,,,,,,,,,,,
2dc78af677dd957a,"CEBPA,FOXA1,TFAP2C",2,seq_193460,-1,True,True,False,1.0,0.021971747101144405,15.0,15.0,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
2e6498058cc696cb,"CEBPA,FOXA1,TFAP2C",1,seq_193465,-1,False,False,False,,,,,,,,,,,,
2f665f2af2b2966b,"AHR,CTCF,HNF4A",2,seq_201106,-1,False,True,False,,,,,,,,,,,,
2fc056c11d2f28b1,"CEBPA,SP1,TFAP2C",2,seq_141174,1,True,False,False,3.0,0.08075232548853656,9.0,11.664378038007778,0.06143791938695236,0.0,0.0,2.0,2.0,True,1.2370709715787005,2.0
2fdb2b67a36c973e,"RXRA,TFAP2C,YY1",2,seq_134388,-1,False,False,False,,,,,,,,,,,,
300db2287a7687b1,"ONECUT1,ONECUT1,RXRA",1,seq_144021,1,True,True,True,5.0,0.14529849876745315,9.0,11.785881155218672,0.21722582863077147,1.0,0.9782734682872969,2.0,2.0,True,1.7489166257521949,2.0
30b29c950c071324,"CTCF,HNF1A,RXRA",1,seq_200479,1,True,True,False,3.0,0.0719515077571711,9.0,11.191704215882353,0.020910318690896906,0.11639535891987818,0.0,2.0,2.0,True,1.069314304490614,2.0
3158b5e80b80222b,"RXRA,TFAP2C,YY1",1,seq_136371,-1,False,True,True,,,,,,,,,,,,
315e85646cf62698,"CEBPA,REST,RXRA",2,seq_157152,-1,False,False,False,,,,,,,,,,,,
31d9e455f9b03cf8,"AP1,PPARA,TFAP2C",1,seq_187777,-1,True,True,True,4.0,0.10151550517733997,11.0,12.590477882564215,0.0,0.9999999999999999,0.9999999999999999,1.0,1.0,True,1.0,1.0
326b142f34d46970,"FOXA1,ONECUT1,PPARA",2,seq_184758,1,False,False,False,,,,,,,,,,,,
327fe931220a2a26,"AHR,GABPA,HNF4A",1,seq_170841,1,True,True,True,1.0,0.023483830408655836,15.0,15.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
328ebed71cb1da0c,"GABPA,HNF4A,PPARA",1,seq_190431,-1,True,True,True,6.0,0.1631884250196417,9.0,12.548081472062242,0.19897036436765334,1.0000000000000002,0.8603427012405902,2.0,2.0,True,1.7165405650129943,2.0
32b58f028addbe16,"CEBPA,REST,RXRA",2,seq_180722,1,False,False,False,,,,,,,,,,,,
32f6436cea6bc704,"CEBPA,FOXA1,YY1",2,seq_132482,1,True,True,True,4.0,0.08501836858462389,10.0,13.781905202799432,0.24484459023050154,1.0,0.0,2.0,2.0,True,1.4572752327915925,2.0
32ffa5e6d712107b,"AHR,TFAP2C,TFAP2C",1,seq_197661,-1,True,True,True,2.0,0.12183271846992898,4.0,5.732104284694607,0.0,1.0,0.8667612088696456,1.0,1.0,True,1.0,1.0
33d334a50b5ce2b3,"HNF4A,TFAP2C,TFAP2C",2,seq_156092,1,False,False,False,,,,,,,,,,,,
340c067c2380183b,"AHR,TFAP2C,YY1",2,seq_136412,-1,False,True,False,,,,,,,,,,,,
344c7c628a61e6de,"AHR,HNF1A,RXRA",1,seq_176617,-1,False,True,False,,,,,,,,,,,,
3456e31ee7dfb744,"AP1,RXRA,TFAP2C",1,seq_160841,1,True,True,True,5.0,0.19180411490749516,5.0,8.694381051959713,0.23071793422312536,0.35609861514916885,0.07277908361415827,2.0,2.0,True,1.72597324061784,2.0
347d03329b368a40,"AP1,PPARA,TFAP2C",1,seq_150619,1,False,True,True,,,,,,,,,,,,
3494702902d01c1a,"FOXA1,FOXA1,SP1",2,seq_122442,-1,True,False,False,1.0,0.06916668909613255,8.0,8.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
3496005b2323af9c,"CEBPA,TFAP2C,TFAP2C",2,seq_193964,-1,False,True,False,,,,,,,,,,,,
34b84dd037d4cbb3,"ONECUT1,XBP1,YY1",2,seq_204402,1,False,False,False,,,,,,,,,,,,
34e45b7ebbee6700,"AHR,CEBPA,NR2F2",2,seq_164470,1,True,True,True,1.0,0.0011460396556976396,39.0,39.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
35a6a8c8d42febdf,"CEBPA,CTCF,SP1",1,seq_198667,-1,True,True,True,4.0,0.10712797652304218,8.0,11.711631001912458,0.0,0.9999999999999998,0.9999999999999998,1.0,1.0,True,1.0,1.0
361836f767ed680a,"AP1,AP1,YY1",2,seq_133674,-1,False,True,False,,,,,,,,,,,,
3631cdaa1251147d,"CEBPA,CTCF,SP1",2,seq_131680,-1,False,False,False,,,,,,,,,,,,
369489f3a2628c35,"GABPA,GABPA,XBP1",1,seq_193377,1,True,False,False,1.0,0.08518608539200034,6.0,6.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
36b930a5f11956bb,"AHR,TFAP2C,TFAP2C",1,seq_173241,-1,False,False,False,,,,,,,,,,,,
3716890b17d50cc7,"AP1,CTCF,TFAP2C",2,seq_151462,1,False,True,False,,,,,,,,,,,,
378019a53680371a,"AP1,PPARA,TFAP2C",2,seq_187784,-1,True,True,False,1.0,0.043108082728231883,11.0,11.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
378a978b525f580a,"CEBPA,RXRA,SP1",2,seq_157022,-1,False,False,False,,,,,,,,,,,,
378faa0548717e0e,"CEBPA,REST,RXRA",2,seq_130628,-1,True,True,True,3.0,0.07305809075104412,9.0,11.396779950700987,0.02459521309777807,1.0,0.11388940732651591,2.0,2.0,True,1.0835863757382886,2.0
37994537a2547af5,"CTCF,HNF4A,NR2F2",2,seq_200818,1,True,True,True,1.0,0.0017027173551893598,35.0,35.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
37b9c38d11661f06,"REST,YY1,YY1",1,seq_179337,1,True,True,False,3.0,0.03984131716281454,15.0,17.77238598346781,0.033086381912187074,1.0,0.0,2.0,2.0,True,1.1239906080248583,2.0
37c44d432fe4d321,"HNF4A,REST,YY1",2,seq_134062,1,False,True,False,,,,,,,,,,,,
37facc4949e0f0b1,"REST,SP1,XBP1",1,seq_140581,1,True,True,True,4.0,0.09624063176103209,8.0,11.701164020172547,0.0,1.0,0.8974181467416326,1.0,1.0,True,1.0,1.0
3840a6bd576dd27e,"CEBPA,FOXA1,TFAP2C",2,seq_127528,-1,False,True,True,,,,,,,,,,,,
384283062e5a499d,"AHR,TFAP2C,TFAP2C",1,seq_196333,-1,True,True,True,2.0,0.056668724801689885,8.0,9.576716350268402,0.0,1.0,0.12128587309756937,1.0,1.0,True,1.0,1.0
38591f8d572a8bc3,"ONECUT1,REST,TFAP2C",2,seq_182874,1,True,True,False,3.0,0.08766582055654544,10.0,12.395264194863056,0.0238945817542857,0.30577068664018303,0.0,2.0,2.0,True,1.216116165023876,2.0
386d12670f218c8b,"AP1,YY1,YY1",2,seq_132840,-1,False,True,True,,,,,,,,,,,,
38b35b36ff19b6a3,"RXRA,SP1,YY1",1,seq_137771,1,True,True,True,4.0,0.10566160892356405,8.0,11.749707366588297,0.0,0.8486020068953122,0.03647105442556962,1.0,1.0,True,1.0,1.0
3956587a08758dca,"CEBPA,FOXA1,TFAP2C",2,seq_122906,-1,True,True,False,1.0,0.0219717471011444,15.0,15.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
3958ddb2bd121e15,"AP1,CTCF,TFAP2C",1,seq_202481,1,True,False,False,2.0,0.12442419249021389,4.0,5.735270785110602,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
39ab24bbaab17ee1,"AHR,HNF1A,RXRA",2,seq_159526,1,False,True,True,,,,,,,,,,,,
39e93c1e96267464,"ONECUT1,REST,TFAP2C",1,seq_145453,1,False,False,False,,,,,,,,,,,,
3aef785d05a1b2e5,"CEBPA,FOXA1,GABPA",1,seq_188821,1,True,True,True,2.0,0.05885243117032053,11.0,12.87489109334526,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3b5517846419cd45,"FOXA1,GABPA,TFAP2C",1,seq_193657,1,False,False,False,,,,,,,,,,,,
3b8b2358da655269,"CEBPA,FOXA1,YY1",1,seq_122973,-1,True,True,True,3.0,0.06395115091504386,11.0,13.69136959647582,0.03350533272951637,0.9553595226850977,0.9553595226850977,2.0,2.0,True,1.1279431153,2.0
3bbbf7c74bd84998,"ONECUT1,RXRA,SP1",1,seq_143995,-1,False,False,False,,,,,,,,,,,,
3c1c5cedc8c18407,"AHR,HNF1A,NR2F2",2,seq_166868,1,False,True,True,,,,,,,,,,,,
3c209d88b8d0ddc1,"ONECUT1,RXRA,SP1",1,seq_139121,1,True,True,True,5.0,0.16560288866462286,8.0,10.754428964165541,0.20439258537768248,0.5911992771008937,0.10937298642768663,2.0,2.0,True,1.692833165521679,2.0
3c3851ed18e39491,"AP1,GABPA,XBP1",2,seq_190212,1,True,True,False,3.0,0.0702128560532772,13.0,14.391064041511406,0.0581008907824865,0.3278916432104823,0.0,2.0,2.0,True,1.4373915701080502,2.0
3c62e3e7da99f526,"RXRA,RXRA,SP1",1,seq_158703,1,True,True,True,4.0,0.10712797652304218,8.0,11.711631001912458,0.0,0.9999999999999998,0.20620172232846995,1.0,1.0,True,1.0,1.0
3c84c4aad4e023ce,"CEBPA,CTCF,SP1",2,seq_199202,-1,False,False,False,,,,,,,,,,,,
3cb910c416f59776,"RXRA,TFAP2C,YY1",2,seq_157488,1,True,False,False,1.0,0.005702917293594519,23.0,23.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
3cc3e20ef2fba570,"GABPA,HNF4A,YY1",1,seq_155599,1,True,True,True,2.0,0.10490224678151996,6.0,7.889199775819616,0.0,1.0,0.1889199775819616,1.0,1.0,True,1.0,1.0
3d40b0d116164371,"AP1,PPARA,TFAP2C",2,seq_151158,1,False,True,False,,,,,,,,,,,,
3dd311db4352c1e1,"FOXA1,ONECUT1,PPARA",1,seq_142197,1,True,True,True,5.0,0.1285865236336199,10.0,12.786539868558982,0.22038602609703342,0.4717775513785272,0.4717775513785272,2.0,2.0,True,1.7486929430350155,2.0
3de6c4358d93c00c,"CEBPA,GABPA,NR2F2",2,seq_188968,-1,False,False,False,,,,,,,,,,,,
3e65ada341a099f4,"HNF1A,YY1,YY1",2,seq_132930,1,False,False,False,,,,,,,,,,,,
3ea33bc66d91df3a,"ONECUT1,PPARA,TFAP2C",2,seq_146254,-1,True,False,False,1.0,0.10837232814494759,4.0,4.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
3ed675ed2d1407a9,"CEBPA,RXRA,SP1",2,seq_129306,-1,True,True,True,5.0,0.11516690535752984,9.0,13.336731214964809,0.1371771567055862,0.9629991093216103,0.671436452857078,2.0,2.0,True,1.3925263147860645,2.0
3f1f849c240c01d1,"REST,SP1,XBP1",2,seq_140582,1,True,True,False,2.0,0.011423256716888095,23.0,24.76475825386168,0.0,0.1357506349124367,0.0,1.0,1.0,True,1.0,1.0
3f76a9e60f63db21,"CEBPA,FOXA1,XBP1",2,seq_203264,1,False,True,True,,,,,,,,,,,,
3feb9cffb5f81f33,"PPARA,RXRA,SP1",2,seq_139260,1,False,True,True,,,,,,,,,,,,
3ff2cbf5aa915cab,"AP1,AP1,XBP1",1,seq_148563,-1,True,False,False,1.0,0.145745929978661,1.0,1.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
405775fa787d4b57,"GABPA,RXRA,YY1",1,seq_160501,1,True,True,False,1.0,0.059086686778865506,9.0,9.0,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
4088b75ba98dc292,"CEBPA,FOXA1,SP1",2,seq_137110,1,False,False,False,,,,,,,,,,,,
40af577b34f4ac8c,"GABPA,GABPA,TFAP2C",1,seq_197447,-1,True,True,False,1.0,0.10172078812122015,4.0,4.0,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
41364dfd27531fd9,"GABPA,HNF4A,PPARA",2,seq_190428,-1,True,True,False,1.0,0.012260211002549896,20.0,20.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
41715bd27f65d6a2,"ONECUT1,REST,RXRA",2,seq_179976,1,False,False,False,,,,,,,,,,,,
4177d63a680b74b5,"ONECUT1,REST,RXRA",2,seq_144136,1,False,True,False,,,,,,,,,,,,
417c15702b1ad328,"ONECUT1,RXRA,SP1",1,seq_157591,-1,False,False,False,,,,,,,,,,,,
417e3659bfd55710,"AHR,CTCF,HNF4A",1,seq_156279,1,False,False,False,,,,,,,,,,,,
421d3ddf9c11e431,"AHR,GABPA,HNF4A",2,seq_155730,1,False,True,True,,,,,,,,,,,,
424e496c6c4ff047,"CEBPA,FOXA1,XBP1",1,seq_127025,1,True,True,True,6.0,0.12242224484703541,11.0,14.865545286558312,0.20595151154795016,0.8878650846134566,0.08550464847502415,2.0,2.0,True,1.720807840114026,2.0
426824968c98e9ac,"FOXA1,HNF4A,REST",1,seq_180431,-1,True,True,False,2.0,0.06398643165735855,11.0,12.990084042622195,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
43150b2853049106,"CEBPA,SP1,TFAP2C",2,seq_131404,1,True,False,False,1.0,0.01641586086828632,17.0,17.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
436e5dac9a87ec9a,"AP1,RXRA,TFAP2C",1,seq_151065,-1,True,True,True,2.0,0.03794929062630846,13.0,13.36784159824887,0.0,0.9999999999999999,0.9999999999999999,1.0,1.0,True,1.0,1.0
43aeb5e84d8c596f,"CEBPA,FOXA1,XBP1",2,seq_127554,-1,False,True,False,,,,,,,,,,,,
43da2d173993475f,"CTCF,HNF4A,NR2F2",2,seq_156266,-1,False,True,False,,,,,,,,,,,,
445cf13bd81dd01e,"GABPA,HNF4A,PPARA",1,seq_155511,-1,False,True,False,,,,,,,,,,,,
4535cb68908c69d6,"GABPA,GABPA,HNF4A",2,seq_190442,1,True,True,False,1.0,0.007009971787919384,21.0,21.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
454bed1a114bb5a8,"AHR,REST,SP1",2,seq_139932,-1,False,False,False,,,,,,,,,,,,
45520d57cee1220d,"CEBPA,SP1,TFAP2C",1,seq_131399,-1,True,True,True,3.0,0.11175108156290393,8.0,10.4137586465624,0.04009135606715878,1.0,0.8531033378943547,2.0,2.0,True,1.3759540983035956,2.0
4552c8d6de272342,"ONECUT1,REST,TFAP2C",1,seq_146237,1,False,False,False,,,,,,,,,,,,
455aba3f5bb00842,"FOXA1,NR2F2,TFAP2C",2,seq_126590,1,True,True,True,2.0,0.007186536543031681,28.0,29.25610670429227,0.0,0.6859733239269321,0.0,1.0,1.0,True,1.0,1.0
458e656afbf22575,"CEBPA,RXRA,SP1",2,seq_157548,1,False,True,True,,,,,,,,,,,,
45be0bf376ef498b,"CTCF,HNF4A,ONECUT1",1,seq_143927,-1,False,False,False,,,,,,,,,,,,
45e4563667cad849,"CEBPA,FOXA1,SP1",2,seq_137378,-1,False,False,False,,,,,,,,,,,,
45f0af7f127bbaed,"CEBPA,CTCF,SP1",1,seq_199197,-1,False,False,False,,,,,,,,,,,,
46295d3de684e894,"GABPA,HNF4A,REST",2,seq_182628,1,False,True,False,,,,,,,,,,,,
4646835b93bd7d8f,"AP1,HNF1A,REST",1,seq_150013,-1,False,False,False,,,,,,,,,,,,
46474043c9053bc5,"AP1,AP1,ONECUT1",2,seq_143472,1,True,True,True,1.0,0.029578170471365534,11.0,11.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
474dd8a2185c5899,"CEBPA,GABPA,ONECUT1",2,seq_128634,-1,False,False,False,,,,,,,,,,,,
478e27342cd0808e,"ONECUT1,YY1,YY1",1,seq_133347,-1,True,True,True,5.0,0.13752879622945702,10.0,12.321241673564574,0.216425214149421,0.4896122513142139,0.09528658630665625,2.0,2.0,True,1.7496762840317228,2.0
47db655adc3d32c4,"HNF4A,SP1,YY1",1,seq_138813,1,False,False,False,,,,,,,,,,,,
47dd02aefc2e917a,"HNF4A,SP1,YY1",1,seq_152665,-1,True,True,True,6.0,0.1797359148788982,8.0,11.402796162672509,0.19191112596570467,0.9999999999999998,0.9999999999999998,2.0,2.0,True,1.726835836479985,2.0
480ec00a5dd18859,"CEBPA,HNF1A,XBP1",2,seq_132086,-1,False,True,True,,,,,,,,,,,,
4828da9f21cf839d,"AP1,AP1,YY1",2,seq_148324,-1,False,True,False,,,,,,,,,,,,
48614f386f099977,"FOXA1,ONECUT1,XBP1",1,seq_146609,1,True,True,False,4.0,0.06145787181787532,13.0,16.779417710730595,0.30014606389603665,0.7682472012282662,0.0,2.0,2.0,True,1.5341303170996063,2.0
4889698bbadd1313,"CEBPA,FOXA1,XBP1",2,seq_203530,1,False,True,False,,,,,,,,,,,,
49063e431f256d0d,"GABPA,RXRA,YY1",2,seq_189214,-1,False,True,False,,,,,,,,,,,,
492659287f56dece,"CTCF,FOXA1,TFAP2C",2,seq_126704,-1,False,True,False,,,,,,,,,,,,
4931a833597f150b,"FOXA1,ONECUT1,ONECUT1",2,seq_123584,-1,False,True,True,,,,,,,,,,,,
495b332a8ff699bb,"AHR,REST,SP1",2,seq_179742,-1,True,True,True,3.0,0.04219773149585922,15.0,17.643396608255102,0.026800583357458312,0.9632512389383423,0.0,2.0,2.0,True,1.1061948688662726,2.0
49756b81f7ad6089,"FOXA1,FOXA1,HNF4A",2,seq_122494,-1,True,True,True,6.0,0.13630227751050888,11.0,13.974424203012095,0.20469186427804337,0.904857699924233,0.8072274630044279,2.0,2.0,True,1.7432109570522196,2.0
49b48dfa3df9e67e,"AP1,GABPA,XBP1",1,seq_193245,-1,True,True,True,3.0,0.28811243189786206,1.0,3.5797949330860948,0.1493872826964493,0.19164973729272164,0.19164973729272164,2.0,2.0,True,1.6125854223106455,2.0
49bf372de3f0c22a,"AHR,GABPA,HNF4A",2,seq_154670,-1,True,True,False,2.0,0.04684774088990505,13.0,14.892449500601655,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
4aa21710f6ba4272,"HNF4A,REST,YY1",1,seq_152537,1,False,True,False,,,,,,,,,,,,
4ab3f45e9313f4e1,"CTCF,HNF4A,ONECUT1",2,seq_153166,1,True,True,False,2.0,0.019751593985163393,18.0,19.766361316194896,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
4b1ef119c32b0ff3,"AHR,REST,SP1",2,seq_172218,1,True,False,False,1.0,0.012668786632475119,21.0,21.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
4b6684e51d0a1f93,"HNF1A,NR2F2,YY1",1,seq_135275,1,False,True,True,,,,,,,,,,,,
4b7407d254669462,"REST,YY1,YY1",2,seq_179336,1,False,True,False,,,,,,,,,,,,
4c2426d8f1f456d1,"ONECUT1,YY1,YY1",2,seq_142590,1,True,True,True,1.0,0.002857229144580597,30.0,30.0,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
4c7c5eb77b09fd41,"GABPA,GABPA,XBP1",2,seq_207244,1,False,True,True,,,,,,,,,,,,
4cec2d85eb63e2d7,"AHR,REST,SP1",1,seq_172207,1,True,True,True,4.0,0.04751973339554284,15.0,18.803290803501287,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
4d1a3f7b90df5431,"RXRA,SP1,YY1",1,seq_133149,1,True,True,True,7.0,0.23278317022113298,8.0,11.083123197639404,0.2008558423119093,1.0,1.0,3.0,3.0,True,2.0599155011524326,3.0
4ed1a62304532ee5,"RXRA,RXRA,SP1",1,seq_157643,1,True,True,True,6.0,0.18237621341824403,8.0,11.370038269973993,0.19238579127173125,0.9999999999999999,0.6314798580307024,2.0,2.0,True,1.7270831772376545,2.0
4ef761f0d2b2af91,"ONECUT1,PPARA,TFAP2C",1,seq_187771,1,True,True,False,1.0,0.10837232814494759,4.0,4.0,0.0,1.0,0.0,1.0,1.0,True,1.0,1.0
4f0fc724a767f8c4,"AHR,FOXA1,RXRA",2,seq_170912,1,True,True,True,3.0,0.05124438110546546,13.0,15.703395916916213,0.030871937124927192,0.04116605488892367,0.04116605488892367,2.0,2.0,True,1.1184142324414172,2.0
4f14f7235237895e,"FOXA1,ONECUT1,XBP1",1,seq_127079,-1,False,False,False,,,,,,,,,,,,
4f18841dad966ede,"AP1,CTCF,TFAP2C",1,seq_151467,-1,True,True,True,1.0,0.03473528542939565,10.0,10.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
4f19be063c7bfa32,"CTCF,HNF4A,ONECUT1",1,seq_146429,1,True,True,False,5.0,0.14603353924720547,9.0,11.787195976964775,0.21903765118556967,0.19673298138254747,0.0,2.0,2.0,True,1.7495822691609526,2.0
4fb322d52dec2531,"FOXA1,GABPA,YY1",1,seq_135977,1,True,True,True,4.0,0.053332591727012824,16.0,18.160815038297578,0.22512710691104953,0.6166635893469964,0.33845306616690846,3.0,3.0,True,2.0488456488239795,3.0
501e953bef375f3b,"CTCF,RXRA,YY1",1,seq_134407,-1,False,True,False,,,,,,,,,,,,
5034f70b8aab4ecf,"GABPA,GABPA,TFAP2C",2,seq_192816,-1,True,True,True,1.0,0.028231312814151803,12.0,12.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
504ac32f8041c022,"AP1,RXRA,YY1",2,seq_157334,1,True,True,False,2.0,0.08405885449477173,10.0,10.40032296714606,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
